Time,,Tracking,,,,Sensor Data,,,,comment
5/21/17 14:32,151.5,43.568,-101.93867,11,8,18081.65,7824,-0.61,3,Pa=7824/Rh=3.00/Ti=-0.61 Tracksoar v1.2
5/21/17 14:33,152,43.569,-101.9375,9,31,18222.77,7663,-0.73,3,Pa=7663/Rh=3.00/Ti=-0.73 Tracksoar v1.2
5/21/17 14:33,152.5,43.56967,-101.937,7,59,18302.63,7584,-0.58,3,Pa=7584/Rh=3.00/Ti=-0.58 Tracksoar v1.2
5/21/17 14:34,153,43.569,-101.93483,22,124,18454.12,7386,-0.38,3,Pa=7386/Rh=3.00/Ti=-0.38 Tracksoar v1.2
5/21/17 14:35,153.5,43.56817,-101.93317,20,0,18545.25,7327,-0.31,3,Pa=7327/Rh=3.00/Ti=-0.31 Tracksoar v1.2
5/21/17 14:35,154,43.56783,-101.93233,6,0,18616.57,7217,-0.25,3,Pa=7217/Rh=3.00/Ti=-0.25 Tracksoar v1.2
5/21/17 14:36,154.5,43.56733,-101.93083,19,0,18688.2,7140,-0.32,2,Pa=7140/Rh=2.00/Ti=-0.32 Tracksoar v1.2
5/21/17 14:36,155,43.56633,-101.92883,17,127,18767.76,7062,-0.3,3,Pa=7062/Rh=3.00/Ti=-0.30 Tracksoar v1.2
5/21/17 14:37,155.5,43.56633,-101.92783,11,0,18854.32,6972,-0.23,3,Pa=6972/Rh=3.00/Ti=-0.23 Tracksoar v1.2
5/21/17 14:37,156,43.56617,-101.92633,13,97,18956.12,6895,-0.33,3,Pa=6895/Rh=3.00/Ti=-0.33 Tracksoar v1.2
5/21/17 14:38,156.5,43.56617,-101.9255,9,120,19030.8,6817,-0.48,3,Pa=6817/Rh=3.00/Ti=-0.48 Tracksoar v1.2
5/21/17 14:38,157,43.56567,-101.92467,7,130,19097.85,6735,-0.51,2,Pa=6735/Rh=2.00/Ti=-0.51 Tracksoar v1.2
5/21/17 14:39,157.5,43.56583,-101.92483,7,0,19159.12,6650,-0.56,2,Pa=6650/Rh=2.00/Ti=-0.56 Tracksoar v1.2
5/21/17 14:39,158,43.566,-101.92467,7,0,19240.5,6566,-0.52,3,Pa=6566/Rh=3.00/Ti=-0.52 Tracksoar v1.2
5/21/17 14:40,158.5,43.56567,-101.9235,19,92,19331.94,6497,-0.54,3,Pa=6497/Rh=3.00/Ti=-0.54 Tracksoar v1.2
5/21/17 14:40,159,43.56517,-101.9215,11,136,19405.7,6417,-0.48,2,Pa=6417/Rh=2.00/Ti=-0.48 Tracksoar v1.2
5/21/17 14:41,159.5,43.56383,-101.9205,24,166,19490.74,6335,-0.63,3,Pa=6335/Rh=3.00/Ti=-0.63 Tracksoar v1.2
5/21/17 14:41,160,43.562,-101.92083,22,188,19556.58,6177,-0.76,3,Pa=6177/Rh=3.00/Ti=-0.76 Tracksoar v1.2
5/21/17 14:42,160.5,43.55967,-101.92317,15,0,19723.3,6097,-0.51,3,Pa=6097/Rh=3.00/Ti=-0.51 Tracksoar v1.2
5/21/17 14:43,161,43.56017,-101.9245,13,309,19795.54,6022,-0.74,2,Pa=6022/Rh=2.00/Ti=-0.74 Tracksoar v1.2
5/21/17 14:43,161.5,43.56117,-101.92483,28,347,19885.46,5958,-0.87,3,Pa=5958/Rh=3.00/Ti=-0.87 Tracksoar v1.2
5/21/17 14:44,162,43.5625,-101.925,24,349,19959.22,5895,-0.73,3,Pa=5895/Rh=3.00/Ti=-0.73 Tracksoar v1.2
5/21/17 14:44,162.5,43.5635,-101.92483,7,0,20025.36,5824,-0.82,2,Pa=5824/Rh=2.00/Ti=-0.82 Tracksoar v1.2
5/21/17 14:45,163,43.5635,-101.924,17,120,20097.9,5769,-0.81,2,Pa=5769/Rh=2.00/Ti=-0.81 Tracksoar v1.2
5/21/17 14:45,163.5,43.56317,-101.92317,9,144,20168.31,5712,-0.87,3,Pa=5712/Rh=3.00/Ti=-0.87 Tracksoar v1.2
5/21/17 14:46,164,43.5625,-101.9225,6,0,20229.27,5640,-0.78,0,Pa=5640/Rh=0.00/Ti=-0.78 Tracksoar v1.2
5/21/17 14:46,164.5,43.56217,-101.92267,9,0,20292.67,5579,-0.41,3,Pa=5579/Rh=3.00/Ti=-0.41 Tracksoar v1.2
5/21/17 14:47,165,43.56333,-101.92217,19,7,20429.22,5207,0.56,3,Pa=5207/Rh=3.00/Ti=0.56 Tracksoar v1.2
5/21/17 14:47,165.5,43.56417,-101.92117,15,37,20502.37,5174,-0.01,2,Pa=5174/Rh=2.00/Ti=-0.01 Tracksoar v1.2
5/21/17 14:48,166,43.565,-101.92,9,0,20582.53,5099,-0.09,3,Pa=5099/Rh=3.00/Ti=-0.09 Tracksoar v1.2
5/21/17 14:48,166.5,43.565,-101.91883,7,0,20666.35,5038,-0.1,3,Pa=5038/Rh=3.00/Ti=-0.10 Tracksoar v1.2
5/21/17 14:49,167,43.5645,-101.9185,6,0,20735.85,4984,0.03,3,Pa=4984/Rh=3.00/Ti=0.03 Tracksoar v1.2
5/21/17 14:49,167.5,43.56367,-101.91833,13,163,20794.37,4924,0.17,3,Pa=4924/Rh=3.00/Ti=0.17 Tracksoar v1.2
5/21/17 14:50,168,43.563,-101.91767,7,0,20864.47,4865,0.42,3,Pa=4865/Rh=3.00/Ti=0.42 Tracksoar v1.2
5/21/17 14:50,168.5,43.56233,-101.9175,17,174,20942.5,4820,0.55,3,Pa=4820/Rh=3.00/Ti=0.55 Tracksoar v1.2
5/21/17 14:51,169,43.56167,-101.91767,7,0,21022.97,4763,0.54,100,Pa=4763/Rh=100.00/Ti=0.54 Tracksoar v1.2
5/21/17 14:51,169.5,43.561,-101.9175,6,0,21079.05,4701,0.55,2,Pa=4701/Rh=2.00/Ti=0.55 Tracksoar v1.2
5/21/17 14:52,170,43.55967,-101.917,11,167,21156.47,4639,0.68,2,Pa=4639/Rh=2.00/Ti=0.68 Tracksoar v1.2
5/21/17 14:52,170.5,43.55833,-101.91733,24,172,21239.38,4582,1.06,2,Pa=4582/Rh=2.00/Ti=1.06 Tracksoar v1.2
5/21/17 14:53,171,43.5565,-101.9175,17,0,21338.13,4892,1.27,2,Pa=4892/Rh=2.00/Ti=1.27 Tracksoar v1.2
5/21/17 14:53,171.5,43.55517,-101.9175,11,0,21406.41,4489,1.45,2,Pa=4489/Rh=2.00/Ti=1.45 Tracksoar v1.2
5/21/17 14:54,172,43.554,-101.91783,17,213,21472.55,4441,1.77,2,Pa=4441/Rh=2.00/Ti=1.77 Tracksoar v1.2
5/21/17 14:54,172.5,43.553,-101.9185,13,204,21554.85,4392,1.67,2,Pa=4392/Rh=2.00/Ti=1.67 Tracksoar v1.2
5/21/17 14:55,173,43.5525,-101.919,9,0,21624.65,4341,1.78,3,Pa=4341/Rh=3.00/Ti=1.78 Tracksoar v1.2
5/21/17 14:55,173.5,43.55183,-101.9195,7,0,21707.55,4302,1.84,2,Pa=4302/Rh=2.00/Ti=1.84 Tracksoar v1.2
5/21/17 14:56,174,43.55183,-101.92033,6,0,21754.8,4246,1.91,2,Pa=4246/Rh=2.00/Ti=1.91 Tracksoar v1.2
5/21/17 14:56,174.5,43.55133,-101.9205,11,217,21838.31,4193,1.91,3,Pa=4193/Rh=3.00/Ti=1.91 Tracksoar v1.2
5/21/17 14:57,175,43.55067,-101.92083,24,218,21934.32,4123,2.25,47,Pa=4123/Rh=47.00/Ti=2.25 Tracksoar v1.2
5/21/17 14:57,175.5,43.55017,-101.92133,6,0,22001.38,4075,2.77,2,Pa=4075/Rh=2.00/Ti=2.77 Tracksoar v1.2
5/21/17 14:58,176,43.55,-101.92267,19,280,22083.67,4032,3.09,2,Pa=4032/Rh=2.00/Ti=3.09 Tracksoar v1.2
5/21/17 14:58,176.5,43.54967,-101.92367,15,257,22179.99,3993,3.37,2,Pa=3993/Rh=2.00/Ti=3.37 Tracksoar v1.2
5/21/17 14:59,177,43.54967,-101.92467,15,283,22265.34,3944,3.73,2,Pa=3944/Rh=2.00/Ti=3.73 Tracksoar v1.2
5/21/17 14:59,177.5,43.54983,-101.92583,11,270,22348.24,3903,3.95,2,Pa=3903/Rh=2.00/Ti=3.95 Tracksoar v1.2
5/21/17 15:00,178,43.54983,-101.92717,13,278,22412.55,3871,4.16,2,Pa=3871/Rh=2.00/Ti=4.16 Tracksoar v1.2
5/21/17 15:00,178.5,43.54983,-101.92833,11,0,22480.83,3817,4.4,2,Pa=3817/Rh=2.00/Ti=4.40 Tracksoar v1.2
5/21/17 15:01,179,43.5495,-101.929,9,245,22567.7,3787,4.44,2,Pa=3787/Rh=2.00/Ti=4.44 Tracksoar v1.2
5/21/17 15:01,179.5,43.5495,-101.9295,9,0,22633.53,3739,4.3,2,Pa=3739/Rh=2.00/Ti=4.30 Tracksoar v1.2
5/21/17 15:02,180,43.54967,-101.92967,2,0,22713.7,3682,4.24,2,Pa=3682/Rh=2.00/Ti=4.24 Tracksoar v1.2
5/21/17 15:02,180.5,43.54933,-101.92967,2,0,22796.3,3644,4.2,2,Pa=3644/Rh=2.00/Ti=4.20 Tracksoar v1.2
5/21/17 15:03,181,43.5495,-101.92983,7,0,22870.06,3589,4.23,2,Pa=3589/Rh=2.00/Ti=4.23 Tracksoar v1.2
5/21/17 15:03,181.5,43.54917,-101.92933,50,120,22951.44,3553,4.33,2,Pa=3553/Rh=2.00/Ti=4.33 Tracksoar v1.2
5/21/17 15:04,182,43.5485,-101.9285,19,146,23047.15,3508,4.3,2,Pa=3508/Rh=2.00/Ti=4.30 Tracksoar v1.2
5/21/17 15:05,182.5,43.54767,-101.92733,22,136,23115.73,3466,4.27,2,Pa=3466/Rh=2.00/Ti=4.27 Tracksoar v1.2
5/21/17 15:05,183,43.5465,-101.926,17,151,23187.66,3426,4.29,1,Pa=3426/Rh=1.00/Ti=4.29 Tracksoar v1.2
5/21/17 15:06,183.5,43.54533,-101.925,22,147,23263.86,3383,4.19,2,Pa=3383/Rh=2.00/Ti=4.19 Tracksoar v1.2
5/21/17 15:06,184,43.5445,-101.92433,17,125,23369.93,3342,4.1,2,Pa=3342/Rh=2.00/Ti=4.10 Tracksoar v1.2
5/21/17 15:06,184.5,43.54367,-101.92367,13,156,23433.02,3299,4.03,2,Pa=3299/Rh=2.00/Ti=4.03 Tracksoar v1.2
5/21/17 15:07,185,43.5425,-101.9235,17,164,23513.8,3254,3.97,2,Pa=3254/Rh=2.00/Ti=3.97 Tracksoar v1.2
5/21/17 15:07,185.5,43.54133,-101.92333,24,159,23586.34,3221,3.8,2,Pa=3221/Rh=2.00/Ti=3.80 Tracksoar v1.2
5/21/17 15:08,186,43.54017,-101.92333,11,170,23649.13,3177,3.98,2,Pa=3177/Rh=2.00/Ti=3.98 Tracksoar v1.2
5/21/17 15:08,186.5,43.53933,-101.92367,9,0,23736,3146,3.96,2,Pa=3146/Rh=2.00/Ti=3.96 Tracksoar v1.2
5/21/17 15:09,187,43.53867,-101.924,15,216,23809.76,3099,3.96,2,Pa=3099/Rh=2.00/Ti=3.96 Tracksoar v1.2
5/21/17 15:09,187.5,43.53817,-101.92483,17,248,23876.81,3071,3.88,2,Pa=3071/Rh=2.00/Ti=3.88 Tracksoar v1.2
5/21/17 15:10,188,43.53767,-101.9255,11,0,23953.62,3030,3.87,1,Pa=3030/Rh=1.00/Ti=3.87 Tracksoar v1.2
5/21/17 15:11,188.5,43.53733,-101.92667,17,245,24033.48,3004,3.89,2,Pa=3004/Rh=2.00/Ti=3.89 Tracksoar v1.2
5/21/17 15:11,189,43.53717,-101.92767,15,253,24121.57,2953,3.9,2,Pa=2953/Rh=2.00/Ti=3.90 Tracksoar v1.2
5/21/17 15:11,189.5,43.53733,-101.92883,13,0,24191.98,2929,4.23,2,Pa=2929/Rh=2.00/Ti=4.23 Tracksoar v1.2
5/21/17 15:12,190,43.53717,-101.9295,7,0,24270,2883,4.48,2,Pa=2883/Rh=2.00/Ti=4.48 Tracksoar v1.2
5/21/17 15:13,190.5,43.5375,-101.93033,4,0,24352.61,2848,4.77,2,Pa=2848/Rh=2.00/Ti=4.77 Tracksoar v1.2
5/21/17 15:13,191,43.53733,-101.93083,6,0,24499.82,2983,5.89,2,Pa=2983/Rh=2.00/Ti=5.89 Tracksoar v1.2
5/21/17 15:14,191.5,43.53717,-101.93083,4,0,24574.5,2985,5.48,2,Pa=2985/Rh=2.00/Ti=5.48 Tracksoar v1.2
5/21/17 15:14,192,43.53683,-101.93017,6,0,24636.07,2959,5.39,2,Pa=2959/Rh=2.00/Ti=5.39 Tracksoar v1.2
5/21/17 15:15,192.5,43.53667,-101.9295,4,0,24738.48,2933,5.3,2,Pa=2933/Rh=2.00/Ti=5.30 Tracksoar v1.2
5/21/17 15:15,193,43.53617,-101.92883,11,161,24793.04,2896,5.38,2,Pa=2896/Rh=2.00/Ti=5.38 Tracksoar v1.2
5/21/17 15:16,193.5,43.53533,-101.92883,15,205,24868.94,2868,5.39,2,Pa=2868/Rh=2.00/Ti=5.39 Tracksoar v1.2
5/21/17 15:16,194,43.5345,-101.92917,19,191,24937.21,2836,5.41,2,Pa=2836/Rh=2.00/Ti=5.41 Tracksoar v1.2
5/21/17 15:17,194.5,43.53167,-101.929,19,182,25078.33,2779,5.46,2,Pa=2779/Rh=2.00/Ti=5.46 Tracksoar v1.2
5/21/17 15:18,195,43.529,-101.92883,24,169,25246.58,2702,5.59,2,Pa=2702/Rh=2.00/Ti=5.59 Tracksoar v1.2
5/21/17 15:19,195.5,43.528,-101.92933,15,179,25324.61,2678,5.64,2,Pa=2678/Rh=2.00/Ti=5.64 Tracksoar v1.2
5/21/17 15:19,196,43.52717,-101.92967,11,0,25406.3,2660,5.68,2,Pa=2660/Rh=2.00/Ti=5.68 Tracksoar v1.2
5/21/17 15:20,196.5,43.52633,-101.92983,13,173,25469.7,2619,5.74,2,Pa=2619/Rh=2.00/Ti=5.74 Tracksoar v1.2
5/21/17 15:20,197,43.52533,-101.93,15,209,25553.52,2596,5.87,2,Pa=2596/Rh=2.00/Ti=5.87 Tracksoar v1.2
5/21/17 15:21,197.5,43.52417,-101.9305,19,209,25642.82,2573,5.93,2,Pa=2573/Rh=2.00/Ti=5.93 Tracksoar v1.2
5/21/17 15:21,198,43.52267,-101.93117,20,205,25718.72,2542,6.04,2,Pa=2542/Rh=2.00/Ti=6.04 Tracksoar v1.2
5/21/17 15:22,198.5,43.52117,-101.93117,20,183,25768.1,2522,6.12,2,Pa=2522/Rh=2.00/Ti=6.12 Tracksoar v1.2
5/21/17 15:22,199,43.52017,-101.9315,15,181,25829.97,2501,-133.7,2,Pa=2501/Rh=2.00/Ti=-133.70 Tracksoar v1.2
5/21/17 15:23,199.5,43.519,-101.93233,20,214,25909.52,2158,6.38,9,Pa=2158/Rh=9.00/Ti=6.38 Tracksoar v1.2
5/21/17 15:23,200,43.518,-101.93383,15,226,25971.4,2455,6.47,2,Pa=2455/Rh=2.00/Ti=6.47 Tracksoar v1.2
5/21/17 15:24,200.5,43.51767,-101.9355,20,258,26062.84,2427,6.62,2,Pa=2427/Rh=2.00/Ti=6.62 Tracksoar v1.2
5/21/17 15:24,201,43.5175,-101.937,20,273,26114.04,2404,6.74,1,Pa=2404/Rh=1.00/Ti=6.74 Tracksoar v1.2
5/21/17 15:25,201.5,43.51733,-101.93867,24,268,26198.47,2379,7.12,2,Pa=2379/Rh=2.00/Ti=7.12 Tracksoar v1.2
5/21/17 15:25,202,43.51783,-101.94017,13,291,26287.48,2341,7.27,1,Pa=2341/Rh=1.00/Ti=7.27 Tracksoar v1.2
5/21/17 15:26,202.5,43.518,-101.942,19,285,26386.54,2316,7.5,1,Pa=2316/Rh=1.00/Ti=7.50 Tracksoar v1.2
5/21/17 15:26,203,43.5185,-101.94367,6,0,26483.16,2277,7.87,1,Pa=2277/Rh=1.00/Ti=7.87 Tracksoar v1.2
5/21/17 15:27,203.5,43.5195,-101.9445,24,324,26574.9,2255,7.96,1,Pa=2255/Rh=1.00/Ti=7.96 Tracksoar v1.2
5/21/17 15:27,204,43.521,-101.94517,22,344,26641.35,2243,8.39,1,Pa=2243/Rh=1.00/Ti=8.39 Tracksoar v1.2
5/21/17 15:28,204.5,43.5225,-101.94517,22,10,26722.43,2210,8.66,1,Pa=2210/Rh=1.00/Ti=8.66 Tracksoar v1.2
5/21/17 15:28,205,43.52433,-101.9445,31,28,26812.04,2190,8.99,1,Pa=2190/Rh=1.00/Ti=8.99 Tracksoar v1.2
5/21/17 15:29,205.5,43.52617,-101.94283,26,55,26886.1,2166,9.39,1,Pa=2166/Rh=1.00/Ti=9.39 Tracksoar v1.2
5/21/17 15:29,206,43.52767,-101.941,26,37,26975.1,2133,9.91,1,Pa=2133/Rh=1.00/Ti=9.91 Tracksoar v1.2
5/21/17 15:30,206.5,43.529,-101.9395,28,36,27061.97,2111,10.37,1,Pa=2111/Rh=1.00/Ti=10.37 Tracksoar v1.2
5/21/17 15:30,207,43.53083,-101.938,28,20,27142.74,2092,11.1,1,Pa=2092/Rh=1.00/Ti=11.10 Tracksoar v1.2
5/21/17 15:31,207.5,43.5325,-101.9365,30,32,27219.25,2058,11.23,1,Pa=2058/Rh=1.00/Ti=11.23 Tracksoar v1.2
5/21/17 15:31,208,43.534,-101.93483,26,60,27297.58,2043,11.29,1,Pa=2043/Rh=1.00/Ti=11.29 Tracksoar v1.2
5/21/17 15:32,208.5,43.53533,-101.93217,33,51,27359.76,2030,11.44,1,Pa=2030/Rh=1.00/Ti=11.44 Tracksoar v1.2
5/21/17 15:32,209,43.53617,-101.9295,24,76,27415.85,2017,11.59,1,Pa=2017/Rh=1.00/Ti=11.59 Tracksoar v1.2
5/21/17 15:33,209.5,43.53667,-101.92717,20,71,27464,2002,11.74,0,Pa=2002/Rh=0.00/Ti=11.74 Tracksoar v1.2
5/21/17 15:33,210,43.5375,-101.92533,24,59,27542.34,1984,11.81,1,Pa=1984/Rh=1.00/Ti=11.81 Tracksoar v1.2
5/21/17 15:34,210.5,43.5385,-101.92367,24,56,27617.01,1958,22.26,1,Pa=1958/Rh=1.00/Ti=22.26 Tracksoar v1.2
5/21/17 15:34,211,43.5395,-101.92117,31,57,27705.1,10533,11.93,0,Pa=10533/Rh=0.00/Ti=11.93 Tracksoar v1.2
5/21/17 15:35,211.5,43.541,-101.91883,31,40,27797.46,1904,12.04,0,Pa=1904/Rh=0.00/Ti=12.04 Tracksoar v1.2
5/21/17 15:35,212,43.54283,-101.9165,39,46,27912.67,1891,12.03,58,Pa=1891/Rh=58.00/Ti=12.03 Tracksoar v1.2
5/21/17 15:36,212.5,43.54483,-101.91367,39,41,27993.14,1870,12.04,0,Pa=1870/Rh=0.00/Ti=12.04 Tracksoar v1.2
5/21/17 15:36,213,43.547,-101.9105,46,55,28091.89,1843,12.11,0,Pa=1843/Rh=0.00/Ti=12.11 Tracksoar v1.2
5/21/17 15:37,213.5,43.54883,-101.907,44,53,28132.13,1831,12.24,1,Pa=1831/Rh=1.00/Ti=12.24 Tracksoar v1.2
5/21/17 15:37,214,43.5505,-101.904,31,46,28211.07,1818,12.42,0,Pa=1818/Rh=0.00/Ti=12.42 Tracksoar v1.2
5/21/17 15:38,214.5,43.55233,-101.90117,31,54,28255.57,1797,12.67,0,Pa=1797/Rh=0.00/Ti=12.67 Tracksoar v1.2
5/21/17 15:38,215,43.55367,-101.89867,20,53,28344.27,1785,12.91,0,Pa=1785/Rh=0.00/Ti=12.91 Tracksoar v1.2
5/21/17 15:39,215.5,43.55433,-101.8965,22,62,28407.36,1767,13.14,0,Pa=1767/Rh=0.00/Ti=13.14 Tracksoar v1.2
5/21/17 15:39,216,43.55483,-101.89417,24,72,28491.79,1742,13.4,0,Pa=1742/Rh=0.00/Ti=13.40 Tracksoar v1.2
5/21/17 15:40,216.5,43.55533,-101.89233,17,72,28561.59,1730,13.7,0,Pa=1730/Rh=0.00/Ti=13.70 Tracksoar v1.2
5/21/17 15:40,217,43.5555,-101.89017,24,101,28630.17,1715,14.08,0,Pa=1715/Rh=0.00/Ti=14.08 Tracksoar v1.2
5/21/17 15:41,217.5,43.555,-101.88817,24,111,28699.66,1690,14.36,0,Pa=1690/Rh=0.00/Ti=14.36 Tracksoar v1.2
5/21/17 15:41,218,43.5545,-101.8855,20,110,28745.69,1672,14.63,0,Pa=1672/Rh=0.00/Ti=14.63 Tracksoar v1.2
5/21/17 15:42,218.5,43.55383,-101.88317,24,111,28829.81,1662,14.96,0,Pa=1662/Rh=0.00/Ti=14.96 Tracksoar v1.2
5/21/17 15:42,219,43.553,-101.88117,19,118,28899,1655,15.11,0,Pa=1655/Rh=0.00/Ti=15.11 Tracksoar v1.2
5/21/17 15:43,219.5,43.55267,-101.87933,20,95,28978.25,1635,15.22,0,Pa=1635/Rh=0.00/Ti=15.22 Tracksoar v1.2
5/21/17 15:43,220,43.55233,-101.87717,19,99,29035.55,1625,15.32,0,Pa=1625/Rh=0.00/Ti=15.32 Tracksoar v1.2
5/21/17 15:44,220.5,43.552,-101.8755,15,119,29103.22,1609,15.43,0,Pa=1609/Rh=0.00/Ti=15.43 Tracksoar v1.2
5/21/17 15:44,221,43.5515,-101.87517,11,0,29157.78,1588,15.67,0,Pa=1588/Rh=0.00/Ti=15.67 Tracksoar v1.2
5/21/17 15:45,221.5,43.551,-101.87517,7,127,29243.73,1578,15.9,0,Pa=1578/Rh=0.00/Ti=15.90 Tracksoar v1.2
5/21/17 15:45,222,43.55117,-101.87417,11,95,29295.85,1568,16.21,0,Pa=1568/Rh=0.00/Ti=16.21 Tracksoar v1.2
5/21/17 15:46,222.5,43.55117,-101.87333,11,117,29330.9,1556,16.51,0,Pa=1556/Rh=0.00/Ti=16.51 Tracksoar v1.2
5/21/17 15:46,223,43.551,-101.87267,11,148,29394.91,1549,16.98,0,Pa=1549/Rh=0.00/Ti=16.98 Tracksoar v1.2
5/21/17 15:47,223.5,43.55083,-101.87233,4,0,29446.42,1545,17.41,0,Pa=1545/Rh=0.00/Ti=17.41 Tracksoar v1.2
5/21/17 15:47,224,43.55083,-101.872,4,0,29496.41,1531,17.74,0,Pa=1531/Rh=0.00/Ti=17.74 Tracksoar v1.2
5/21/17 15:48,224.5,43.55133,-101.872,7,0,29543.35,1532,18.05,0,Pa=1532/Rh=0.00/Ti=18.05 Tracksoar v1.2
5/21/17 15:48,225,43.55217,-101.87183,17,3,29592.73,1522,18.26,0,Pa=1522/Rh=0.00/Ti=18.26 Tracksoar v1.2
5/21/17 15:49,225.5,43.55333,-101.87183,17,1,29650.03,1510,18.54,0,Pa=1510/Rh=0.00/Ti=18.54 Tracksoar v1.2
5/21/17 15:49,226,43.5545,-101.87167,19,2,29707.64,1494,18.81,0,Pa=1494/Rh=0.00/Ti=18.81 Tracksoar v1.2
5/21/17 15:50,226.5,43.55583,-101.87167,17,354,29747.26,1479,18.93,0,Pa=1479/Rh=0.00/Ti=18.93 Tracksoar v1.2
5/21/17 15:50,227,43.55717,-101.87167,13,358,29805.78,1482,18.87,0,Pa=1482/Rh=0.00/Ti=18.87 Tracksoar v1.2
5/21/17 15:51,227.5,43.55817,-101.87167,13,6,29854.86,1458,18.78,0,Pa=1458/Rh=0.00/Ti=18.78 Tracksoar v1.2
5/21/17 15:51,228,43.55917,-101.87133,11,12,29929.84,1458,18.77,0,Pa=1458/Rh=0.00/Ti=18.77 Tracksoar v1.2
5/21/17 15:52,228.5,43.5605,-101.871,22,16,29980.43,1445,18.85,0,Pa=1445/Rh=0.00/Ti=18.85 Tracksoar v1.2
